"","Curso","Turno","Ensino médio","Opinião","Renda","Nota ENEM","IAA"
"6467","Computação","Diurno","Somente em pública","Muito satisfeito",1.28,409,3.628
"6468","Química","Noturno","Somente em particular","Muito satisfeito",1.08,383,3.729
"6469","Computação","Noturno","Somente em particular","Muito satisfeito",1.02,389,3.865
"6470","Mecânica","Integral","Maior parte em particular","Indiferente",1.98,580,4.952
"6471","Química","Diurno","Somente em pública","Satisfeito",1.09,359,3.902
"6472","Química","Integral","Maior parte em particular","Satisfeito",1.13,545,4.61
"6473","Química","Noturno","Somente em particular","Muito satisfeito",1.03,341,3.343
"6474","Produção","Diurno","Somente em pública","Indiferente",1.34,542,5.443
"6475","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,203,2.728
"6476","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",8.88,730,5.956
"6477","Química","Noturno","Somente em pública","Indiferente",1.58,751,5.946
"6478","Mecânica","Diurno","Maior parte em particular","Indiferente",1.17,295,2.994
"6479","Civil","Integral","Maior parte em particular","Indiferente",1.78,349,3.341
"6480","Mecânica","Integral","Maior parte em pública","Insatisfeito",1.81,772,6.134
"6481","Produção","Integral","Somente em pública","Insatisfeito",2.86,617,5.175
"6482","Produção","Diurno","Somente em pública","Satisfeito",1.11,259,3.037
"6483","Mecânica","Integral","Somente em pública","Insatisfeito",2.83,659,5.653
"6484","Civil","Noturno","Somente em pública","Muito satisfeito",1.12,478,4.539
"6485","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.06,625,5.498
"6486","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.04,443,4.354
"6487","Química","Noturno","Somente em particular","Muito satisfeito",1.01,416,4.272
"6488","Computação","Diurno","Somente em pública","Indiferente",2.05,488,4.451
"6489","Mecânica","Integral","Maior parte em pública","Insatisfeito",1.72,467,4.478
"6490","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.08,772,6.89
"6491","Civil","Noturno","Somente em particular","Muito satisfeito",NA,341,3.8
"6492","Produção","Integral","Maior parte em particular","Insatisfeito",2,374,3.824
"6493","Produção","Integral","Maior parte em particular","Insatisfeito",3.07,631,5.211
"6494","Produção",NA,"Maior parte em particular","Indiferente",1.26,740,6.382
"6495","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,319,3.097
"6496","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",8.47,632,5.634
"6497","Produção","Integral","Maior parte em particular","Indiferente",1.84,479,4.148
"6498","Química","Diurno","Somente em pública","Indiferente",2.15,659,5.915
"6499","Computação","Noturno","Somente em particular","Muito satisfeito",1.01,118,2.091
"6500","Elétrica","Diurno","Somente em pública","Satisfeito",1.47,583,5.113
"6501","Mecânica","Diurno","Somente em pública","Insatisfeito",1.86,772,6.354
"6502","Química","Noturno","Somente em particular","Satisfeito",1.17,395,4.048
"6503","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,173,2.58
"6504","Química","Integral","Maior parte em pública","Insatisfeito",1.87,547,5.129
"6505","Computação","Noturno","Somente em particular","Muito satisfeito",1.03,452,4.436
"6506","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.07,400,4.075
"6507","Produção","Noturno","Somente em pública","Muito satisfeito",1.01,367,3.905
"6508","Produção","Integral","Maior parte em pública","Insatisfeito",1.58,607,5.209
"6509","Computação","Integral","Maior parte em pública","Indiferente",1.11,601,5.289
"6510","Civil","Noturno","Somente em pública","Muito satisfeito",1.24,521,4.543
"6511","Computação","Diurno","Somente em pública","Satisfeito",2.16,427,3.899
"6512","Computação","Diurno","Maior parte em particular","Indiferente",1.45,479,4.449
"6513","Mecânica","Integral","Somente em pública","Insatisfeito",2.29,625,5.62
"6514","Produção","Diurno","Maior parte em particular","Insatisfeito",1.55,488,4.822
"6515","Química","Integral","Maior parte em pública","Insatisfeito",5.03,515,4.448
"6516","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,137,2.144
"6517","Elétrica","Integral","Maior parte em pública","Indiferente",1.48,628,5.164
"6518","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.61,602,5.223
"6519","Produção","Noturno","Somente em pública","Muito satisfeito",1.04,410,4.361
"6520","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.07,472,4.459
"6521","Computação","Integral","Maior parte em particular","Indiferente",2.86,544,4.901
"6522","Química","Integral","Maior parte em pública","Indiferente",1.19,467,4.791
"6523","Civil","Integral","Maior parte em particular","Muito insatisfeito",5.1,515,5.02
"6524","Química","Diurno","Maior parte em particular","Indiferente",1.51,503,4.501
"6525","Computação","Noturno","Somente em pública","Muito satisfeito",1.07,224,2.501
"6526","Produção","Integral","Maior parte em particular","Indiferente",1.39,530,4.646
"6527","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.07,376,3.955
"6528","Produção","Noturno","Somente em pública","Satisfeito",1.46,626,5.049
"6529","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.04,284,2.875
"6530","Produção","Diurno","Somente em pública","Satisfeito",1.19,539,5.413
"6531","Química","Diurno","Somente em pública","Satisfeito",1.37,496,4.757
"6532","Computação","Noturno","Somente em pública","Muito satisfeito",1.01,412,4.065
"6533","Mecânica","Integral","Maior parte em particular","Insatisfeito",3.05,607,5.502
"6534","Civil","Noturno","Somente em particular","Satisfeito",1.19,524,4.624
"6535","Civil","Diurno","Somente em pública","Satisfeito",1.52,664,5.654
"6536","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.03,226,2.49
"6537","Química","Diurno","Somente em pública","Satisfeito",1.27,848,6.956
"6538","Computação","Noturno","Somente em particular","Muito satisfeito",1.15,293,3.044
"6539","Produção","Diurno","Somente em pública","Satisfeito",1.14,479,5
"6540","Química","Integral","Somente em pública","Satisfeito",2.05,440,4.422
"6541","Química","Diurno","Somente em pública","Satisfeito",1.13,518,4.805
"6542","Computação","Noturno","Somente em pública","Satisfeito",1.22,490,4.664
"6543","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,412,4.1
"6544","Civil","Noturno","Somente em pública","Muito satisfeito",1.02,422,4.589
"6545","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,101,1.939
"6546","Civil","Noturno","Somente em pública","Muito satisfeito",1.12,365,3.823
"6547","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,269,3.213
"6548","Produção","Integral","Maior parte em pública","Insatisfeito",4.1,607,4.932
"6549","Química","Noturno","Somente em particular","Muito satisfeito",1.05,283,3.599
"6550","Civil","Noturno","Somente em particular","Muito satisfeito",1.01,305,3.002
"6551","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.02,218,2.984
"6552","Produção","Integral","Maior parte em particular","Insatisfeito",2.13,715,6.13
"6553","Química","Noturno","Somente em pública","Muito satisfeito",1.12,493,4.857
"6554","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.67,529,4.353
"6555","Mecânica","Integral","Somente em pública","Indiferente",1.77,499,4.574
"6556","Química","Diurno","Somente em pública","Satisfeito",1.57,685,5.403
"6557","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.18,403,4.39
"6558","Química","Diurno","Somente em pública","Indiferente",1.3,629,5.157
"6559","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.04,355,3.835
"6560","Produção","Integral","Somente em pública","Satisfeito",1.39,586,4.954
"6561","Produção","Noturno","Somente em pública","Muito satisfeito",1.08,236,3.118
"6562","Computação","Noturno","Somente em particular","Muito satisfeito",1.05,250,2.544
"6563","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,298,3.192
"6564","Química","Integral","Maior parte em pública","Insatisfeito",2.18,662,6.199
"6565","Produção","Integral","Maior parte em particular","Insatisfeito",3.4,568,5.046
"6566","Elétrica","Noturno","Somente em pública","Muito satisfeito",1,305,3.156
"6567","Química","Diurno","Somente em pública","Satisfeito",1.25,596,5.629
"6568","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.06,448,3.973
"6569","Computação","Diurno","Somente em pública","Muito satisfeito",1.2,617,5.715
"6570","Mecânica","Diurno","Somente em pública","Indiferente",1.17,569,5.322
"6571","Mecânica","Diurno","Somente em pública","Satisfeito",2.04,835,7.079
"6572","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.02,184,2.526
"6573","Química","Noturno","Somente em pública","Muito satisfeito",1.49,497,4.35
"6574","Química","Diurno","Somente em pública","Muito satisfeito",1.18,542,4.846
"6575","Produção","Diurno","Somente em pública","Indiferente",1.51,512,4.989
"6576","Produção","Diurno","Somente em pública","Indiferente",1.93,506,4.638
"6577","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",1.93,772,6.29
"6578","Química","Diurno","Somente em pública","Indiferente",1.42,544,5.116
"6579","Computação","Noturno","Somente em pública","Muito satisfeito",1.03,392,4.205
"6580","Química","Noturno","Somente em pública","Satisfeito",1.13,451,4.225
"6581","Civil","Diurno","Somente em pública","Satisfeito",2.15,373,4.049
"6582","Química","Diurno","Somente em pública","Indiferente",1.95,364,3.823
"6583","Computação","Noturno","Somente em pública","Muito satisfeito",1.09,272,3.661
"6584","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.2,638,5.297
"6585","Mecânica","Integral","Maior parte em pública","Insatisfeito",2.03,526,5.003
"6586","Civil","Integral","Somente em pública","Satisfeito",1.53,605,5.319
"6587","Química","Noturno","Somente em pública","Muito satisfeito",1.01,280,3.791
"6588","Computação","Integral","Maior parte em particular","Satisfeito",1.22,422,3.961
"6589","Química","Integral","Maior parte em pública","Insatisfeito",2.6,674,5.93
"6590","Produção","Noturno","Somente em pública","Satisfeito",1.06,338,3.589
"6591","Produção","Integral","Maior parte em particular","Insatisfeito",3.35,659,5.314
"6592","Química","Noturno","Somente em particular","Muito satisfeito",1.07,391,3.925
"6593","Química","Noturno","Somente em particular","Muito satisfeito",1.06,490,4.232
"6594","Civil","Noturno","Somente em pública","Muito satisfeito",1.11,484,4.563
"6595","Produção","Diurno","Somente em pública","Indiferente",1.62,776,6.558
"6596","Computação","Noturno","Somente em pública","Muito satisfeito",1.05,245,2.936
"6597","Mecânica","Integral","Maior parte em particular","Insatisfeito",2.75,626,5.043
"6598","Química","Integral","Maior parte em particular","Insatisfeito",2.52,505,4.294
"6599","Química","Noturno","Somente em pública","Muito satisfeito",1.04,395,4.051
"6600","Produção","Noturno","Somente em pública","Muito satisfeito",1.06,529,4.88
"6601","Química","Diurno","Somente em pública","Indiferente",2.04,539,4.982
"6602","Química","Noturno","Somente em particular","Muito satisfeito",1.11,488,4.77
"6603","Mecânica","Integral","Maior parte em pública","Insatisfeito",2.31,538,4.519
"6604","Produção","Integral","Maior parte em particular","Insatisfeito",2.12,679,5.624
"6605","Mecânica","Integral","Maior parte em pública","Insatisfeito",1.65,565,5.065
"6606","Produção","Integral","Maior parte em particular","Indiferente",1.42,617,5.571
"6607","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.86,584,5.127
"6608","Química","Noturno","Somente em pública","Satisfeito",1.35,388,3.561
"6609","Produção","Diurno","Somente em pública","Indiferente",1.75,440,3.947
"6610","Civil","Noturno","Somente em pública","Satisfeito",1.62,583,5.127
"6611","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,137,1.877
"6612","Produção","Diurno","Somente em pública","Indiferente",1.39,712,6.236
"6613","Computação","Diurno","Somente em pública","Indiferente",3.9,605,5.017
"6614","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.08,416,3.929
"6615","Química","Integral","Maior parte em particular","Insatisfeito",2.86,667,6.127
"6616","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.05,221,2.564
"6617","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",1.69,574,4.98
"6618","Química","Noturno","Somente em pública","Muito satisfeito",1.05,359,3.681
"6619","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.64,707,6.012
"6620","Computação","Diurno","Somente em pública","Satisfeito",1.22,614,5.337
"6621","Química","Noturno","Somente em pública","Satisfeito",1.25,356,3.31
"6622","Mecânica","Diurno","Somente em pública","Indiferente",1.19,436,4.6
"6623","Computação","Noturno","Somente em pública","Muito satisfeito",1.07,437,4.236
"6624","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.08,124,1.918
"6625","Civil","Noturno","Somente em pública","Muito satisfeito",1.14,278,3.55
"6626","Produção","Integral","Maior parte em particular","Insatisfeito",1.76,457,4.848
"6627","Química","Integral","Maior parte em pública","Indiferente",1.33,376,4.001
"6628","Produção","Diurno","Somente em pública","Indiferente",2.05,470,4.472
"6629","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.19,437,4.338
"6630","Mecânica","Integral","Somente em pública","Satisfeito",2.05,455,4.612
"6631","Computação","Noturno","Somente em pública","Satisfeito",1.18,629,5.732
"6632","Mecânica","Diurno","Maior parte em particular","Insatisfeito",6.36,454,4.691
"6633","Química","Integral","Maior parte em particular","Indiferente",1.61,701,6.217
"6634","Química","Noturno","Somente em pública","Satisfeito",1.32,350,3.397
"6635","Civil","Diurno","Somente em pública","Indiferente",1.48,529,4.944
"6636","Civil","Integral","Maior parte em particular","Indiferente",1.45,374,3.748
"6637","Produção","Integral","Maior parte em pública","Insatisfeito",2.75,607,5.339
"6638","Computação","Diurno","Somente em pública","Satisfeito",1.55,359,3.681
"6639","Civil","Noturno","Somente em pública","Muito satisfeito",1.12,365,3.62
"6640","Computação","Noturno","Somente em particular","Muito satisfeito",1.01,157,2.672
"6641","Mecânica","Integral","Somente em pública","Insatisfeito",4.5,706,5.736
"6642","Computação","Diurno","Maior parte em particular","Satisfeito",1.11,424,4.104
"6643","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",1.87,640,5.676
